FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.9076640,POINT (16.459438218235984 48.2815216272982),21,Almgasse,neben,20,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076640,
ALTSTOFFSAMMLUNGOGD.9076641,POINT (16.417227225053804 48.266385863049834),21,Alter Wiener Weg,gegenüber,12,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076641,
ALTSTOFFSAMMLUNGOGD.9076642,POINT (16.384996988975686 48.30120054392174),21,Am Bisamberg,neben,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076642,
ALTSTOFFSAMMLUNGOGD.9076643,POINT (16.392519956645675 48.29998870180271),21,Am Bisamberg,gegenüber,63,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076643,
ALTSTOFFSAMMLUNGOGD.9076644,POINT (16.37094657377091 48.2749528342033),21,Am Hubertusdamm,gegenüber,88,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076644,
ALTSTOFFSAMMLUNGOGD.9076645,POINT (16.39803345357322 48.243304114978386),21,Am Rollerdamm,neben,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076645,
ALTSTOFFSAMMLUNGOGD.9076646,POINT (16.41601057017358 48.24688858789179),21,An der oberen Alten Donau,vor,115,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076646,
ALTSTOFFSAMMLUNGOGD.9076647,POINT (16.40772500886795 48.24978471592276),21,An der oberen Alten Donau,neben,67,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076647,
ALTSTOFFSAMMLUNGOGD.9076648,POINT (16.410813784008372 48.24901788336022),21,An der oberen Alten Donau,neben,97,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076648,
ALTSTOFFSAMMLUNGOGD.9076649,POINT (16.41317591080707 48.24807977751113),21,An der oberen Alten Donau,gegenüber,98C,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076649,
ALTSTOFFSAMMLUNGOGD.9076650,POINT (16.400473394295066 48.25913027483765),21,Angerer Straße,neben,2,6,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076650,
ALTSTOFFSAMMLUNGOGD.9076651,POINT (16.39053191638308 48.267929343301994),21,Anton-Anderer-Platz,gegenüber,1,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076651,
ALTSTOFFSAMMLUNGOGD.9076652,POINT (16.39028443527341 48.296193168002354),21,Anton-Böck-Gasse,gegenüber,29,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076652,
ALTSTOFFSAMMLUNGOGD.9076653,POINT (16.389567868371127 48.296354749152016),21,Anton-Böck-Gasse,vor,35,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076653,
ALTSTOFFSAMMLUNGOGD.9076654,POINT (16.417282622272086 48.28912175874596),21,Anton-Schall-Gasse,bei,1,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076654,
ALTSTOFFSAMMLUNGOGD.9076655,POINT (16.390606281024105 48.265910530718365),21,Anton-Störck-Gasse,gegenüber,71,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076655,
ALTSTOFFSAMMLUNGOGD.9076656,POINT (16.397893694096727 48.24654145890007),21,Arbeiterstrandbadstraße,vor,12,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076656,
ALTSTOFFSAMMLUNGOGD.9076657,POINT (16.409906864184254 48.244962643764524),21,Arbeiterstrandbadstraße,vor,85,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076657,
ALTSTOFFSAMMLUNGOGD.9076658,POINT (16.379626217607722 48.27090792166019),21,Audorfgasse,gegenüber,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076658,
ALTSTOFFSAMMLUNGOGD.9076659,POINT (16.38039501732949 48.2710825445084),21,Audorfgasse,gegenüber,33,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076659,
ALTSTOFFSAMMLUNGOGD.9076660,POINT (16.380958354586785 48.271216863376885),21,Audorfgasse,gegenüber,37,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076660,
ALTSTOFFSAMMLUNGOGD.9076661,POINT (16.381973170310136 48.271571241913584),21,Audorfgasse,bei,47,,,1,0,0,1,1," Altglas, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076661,
ALTSTOFFSAMMLUNGOGD.9076662,POINT (16.38735010966846 48.27773582199984),21,Autokaderstraße,vor,1,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076662,
ALTSTOFFSAMMLUNGOGD.9076663,POINT (16.38372864736725 48.27961585869151),21,Autokaderstraße,gegenüber,40,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076663,
ALTSTOFFSAMMLUNGOGD.9076664,POINT (16.38411829610755 48.26048570530671),21,Äugelgasse,vor,8,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076664,
ALTSTOFFSAMMLUNGOGD.9076665,POINT (16.405017423322093 48.28478330607744),21,Babitschgasse,gegenüber,19,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076665,
ALTSTOFFSAMMLUNGOGD.9076666,POINT (16.39933918522396 48.24802544393194),21,Bahndammweg,gegenüber,6,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076666,
ALTSTOFFSAMMLUNGOGD.9076667,POINT (16.41554420022834 48.26048259557497),21,Baumberggasse,gegenüber,2,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076667,
ALTSTOFFSAMMLUNGOGD.9076668,POINT (16.40919955678176 48.280183270310275),21,Baumergasse,gegenüber,69,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076668,
ALTSTOFFSAMMLUNGOGD.9076669,POINT (16.389911386913795 48.29209627327431),21,Beer-Hofmann-Gasse,gegenüber,9,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076669,
ALTSTOFFSAMMLUNGOGD.9076670,POINT (16.384399587150853 48.26142483083492),21,Bellgasse,neben,27,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076670,
ALTSTOFFSAMMLUNGOGD.9077670,POINT (16.444912936803316 48.23049145580433),22,Viktor-Kaplan-Straße,vor,13,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077670,
ALTSTOFFSAMMLUNGOGD.9077671,POINT (16.512412462913968 48.21151557734235),22,Viktor-Wittner-Gasse,neben,15,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077671,
ALTSTOFFSAMMLUNGOGD.9077672,POINT (16.51354884243084 48.21138252834236),22,Viktor-Wittner-Gasse,gegenüber,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077672,
ALTSTOFFSAMMLUNGOGD.9077673,POINT (16.513664201654954 48.21135734911717),22,Viktor-Wittner-Gasse,gegenüber,25,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077673,
ALTSTOFFSAMMLUNGOGD.9077674,POINT (16.515974659031073 48.211372553997165),22,Viktor-Wittner-Gasse,gegenüber,32,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077674,
ALTSTOFFSAMMLUNGOGD.9077675,POINT (16.459964436210477 48.25813417021707),22,Violaweg,vor,31,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077675,
ALTSTOFFSAMMLUNGOGD.9077676,POINT (16.462503071292776 48.26212499220061),22,Violaweg,gegenüber,78,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077676,
ALTSTOFFSAMMLUNGOGD.9077677,POINT (16.45390847106483 48.22792322161775),22,Volkragasse,neben,13,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077677,
ALTSTOFFSAMMLUNGOGD.9077678,POINT (16.444884161556907 48.251465353900336),22,Wagramer Straße,vor,162,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077678,
ALTSTOFFSAMMLUNGOGD.9077679,POINT (16.42534466380855 48.23653805236851),22,Wagramer Straße,vor,48,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077679,
ALTSTOFFSAMMLUNGOGD.9077680,POINT (16.43121715138271 48.240180257725996),22,Wagramer Straße,vor,55,61,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077680,
ALTSTOFFSAMMLUNGOGD.9077681,POINT (16.436498220195414 48.24335017780475),22,Wagramer Straße,vor,89,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077681,
ALTSTOFFSAMMLUNGOGD.9077682,POINT (16.437413528532865 48.24419347370333),22,Wagramer Straße,vor,93,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077682,
ALTSTOFFSAMMLUNGOGD.9077683,POINT (16.537857526879776 48.216378737373816),22,Waldheimstraße,vor,44,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077683,
ALTSTOFFSAMMLUNGOGD.9077684,POINT (16.53164369406141 48.22596004047918),22,Wehrbrücklstraße,gegenüber,108,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077684,
ALTSTOFFSAMMLUNGOGD.9077685,POINT (16.532535993834443 48.228377239586784),22,Wehrbrücklstraße,gegenüber,134,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077685,
ALTSTOFFSAMMLUNGOGD.9077686,POINT (16.53334088854451 48.2304799090103),22,Wehrbrücklstraße,gegenüber,154,,,1,0,0,1,1," Altpapier, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077686,
ALTSTOFFSAMMLUNGOGD.9077687,POINT (16.529435431962924 48.22037656806789),22,Wehrbrücklstraße,vor,43,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077687,
ALTSTOFFSAMMLUNGOGD.9077688,POINT (16.5297931349316 48.22091151149318),22,Wehrbrücklstraße,vor,46,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077688,
ALTSTOFFSAMMLUNGOGD.9077689,POINT (16.53042327542585 48.222986709233375),22,Wehrbrücklstraße,gegenüber,72,,,1,0,0,1,1," Altpapier, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077689,
ALTSTOFFSAMMLUNGOGD.9077690,POINT (16.531126319716066 48.224753582242464),22,Wehrbrücklstraße,gegenüber,92,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077690,
ALTSTOFFSAMMLUNGOGD.9077691,POINT (16.512916393013583 48.21457294683184),22,Weibelstraße,neben,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077691,
ALTSTOFFSAMMLUNGOGD.9077692,POINT (16.49319659945375 48.27886330073512),22,Weingartenallee,gegenüber,1,,,1,0,0,1,1," Altglas, Altpapier, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077692,
ALTSTOFFSAMMLUNGOGD.9077693,POINT (16.4990411673434 48.28521509541583),22,Weingartenallee,gegenüber,20,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077693,
ALTSTOFFSAMMLUNGOGD.9077694,POINT (16.424232201211222 48.245883082535784),22,Weinwurmweg,gegenüber,1/62,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077694,
ALTSTOFFSAMMLUNGOGD.9077695,POINT (16.533801964800837 48.24936604465705),22,Weizenweg,gegenüber,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077695,
ALTSTOFFSAMMLUNGOGD.9077696,POINT (16.534679896779707 48.25155706422177),22,Weizenweg,vor,27,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077696,
ALTSTOFFSAMMLUNGOGD.9077697,POINT (16.449540136646966 48.23674731845732),22,Welzenbachergasse,gegenüber,STG,,/68,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077697,
ALTSTOFFSAMMLUNGOGD.9077698,POINT (16.51737440081386 48.208509881929494),22,Wiethestraße,neben,50,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077698,
ALTSTOFFSAMMLUNGOGD.9077699,POINT (16.52069861211462 48.208398203559284),22,Wiethestraße,vor,72,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077699,
ALTSTOFFSAMMLUNGOGD.9077700,POINT (16.521947607144263 48.208364985187096),22,Wiethestraße,vor,80,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077700,
ALTSTOFFSAMMLUNGOGD.9077701,POINT (16.439995085404092 48.24279381268351),22,Wintzingerodestraße,neben,12,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077701,
ALTSTOFFSAMMLUNGOGD.9077702,POINT (16.46030722144119 48.223160258138854),22,Wohlgemuthgasse,neben,ONR,80,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077702,
ALTSTOFFSAMMLUNGOGD.9077203,POINT (16.436911839495057 48.236367157982365),22,Erzherzog-Karl-Straße,vor,36,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077203,
ALTSTOFFSAMMLUNGOGD.9077204,POINT (16.443175761956972 48.234109784904184),22,Erzherzog-Karl-Straße,vor,61,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077204,
ALTSTOFFSAMMLUNGOGD.9077205,POINT (16.534856345255918 48.21047766869461),22,Eßlinger Hauptstraße,neben,169,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077205,
ALTSTOFFSAMMLUNGOGD.9077206,POINT (16.53716481017589 48.209442222631644),22,Eßlinger Hauptstraße,neben,180,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077206,
ALTSTOFFSAMMLUNGOGD.9077207,POINT (16.53824839054472 48.20898076905131),22,Eßlinger Hauptstraße,vor,186,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077207,
ALTSTOFFSAMMLUNGOGD.9077208,POINT (16.516428314726607 48.21446119331494),22,Eßlinger Hauptstraße,neben,40,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077208,
ALTSTOFFSAMMLUNGOGD.9077209,POINT (16.51732271957845 48.214569684318136),22,Eßlinger Hauptstraße,vor,53,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077209,
ALTSTOFFSAMMLUNGOGD.9077210,POINT (16.511539062871208 48.214505089219884),22,Eßlinger Hauptstraße,,6,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077210,
ALTSTOFFSAMMLUNGOGD.9077211,POINT (16.51909466341478 48.214770664368054),22,Eßlinger Hauptstraße,vor,61,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077211,
ALTSTOFFSAMMLUNGOGD.9077212,POINT (16.523380585005995 48.21499183185954),22,Eßlinger Hauptstraße,vor,81,87,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077212,
ALTSTOFFSAMMLUNGOGD.9077213,POINT (16.526405294522647 48.213980345242994),22,Eßlinger Hauptstraße,gegenüber,97,99,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077213,
ALTSTOFFSAMMLUNGOGD.9077214,POINT (16.503981619532798 48.224972501212456),22,Eva-Maria-Mazzucco-Platz,gegenüber,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077214,
ALTSTOFFSAMMLUNGOGD.9077215,POINT (16.483303165424644 48.23749524355193),22,Farngasse,neben,11,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077215,
ALTSTOFFSAMMLUNGOGD.9077216,POINT (16.483584156199118 48.23849168717582),22,Farngasse,gegenüber,3,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077216,
ALTSTOFFSAMMLUNGOGD.9077217,POINT (16.482068819924336 48.23507981016551),22,Farngasse,gegenüber,35,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077217,
ALTSTOFFSAMMLUNGOGD.9077218,POINT (16.481829109587725 48.23419257711565),22,Farngasse,vor,41,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077218,
ALTSTOFFSAMMLUNGOGD.9077219,POINT (16.54158987283689 48.21134042337113),22,Fellnergasse,gegenüber,29,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077219,
ALTSTOFFSAMMLUNGOGD.9077220,POINT (16.423801621138608 48.24462769633969),22,Fiebrichgasse,vor,4,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077220,
ALTSTOFFSAMMLUNGOGD.9077221,POINT (16.431574503950838 48.25221946648),22,Finsterergasse,gegenüber,1A,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077221,
ALTSTOFFSAMMLUNGOGD.9077222,POINT (16.442235646497146 48.242190663655244),22,Firnbergplatz,neben,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077222,
ALTSTOFFSAMMLUNGOGD.9077223,POINT (16.42605208091397 48.23476890296701),22,Fischerstrand,neben,14,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077223,
ALTSTOFFSAMMLUNGOGD.9077224,POINT (16.42671652979917 48.23438428271485),22,Fischerstrand,vor,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077224,
ALTSTOFFSAMMLUNGOGD.9077225,POINT (16.436933623117785 48.23347637136551),22,Fitzweg,gegenüber,15A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077225,
ALTSTOFFSAMMLUNGOGD.9077226,POINT (16.4673735337308 48.213683732334104),22,Flachsweg,bei,24,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077226,
ALTSTOFFSAMMLUNGOGD.9077227,POINT (16.437903611649784 48.223760984065656),22,Florian-Berndl-Gasse,bei,148,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077227,
ALTSTOFFSAMMLUNGOGD.9077228,POINT (16.438144433871983 48.22283761892458),22,Florian-Berndl-Gasse,gegenüber,164,,,1,0,0,1,1," Altpapier, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077228,
ALTSTOFFSAMMLUNGOGD.9077229,POINT (16.430288007642968 48.23801213893376),22,Florian-Berndl-Gasse,neben,2,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077229,
ALTSTOFFSAMMLUNGOGD.9077230,POINT (16.432361186085675 48.236069515353016),22,Florian-Berndl-Gasse,gegenüber,22,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077230,
ALTSTOFFSAMMLUNGOGD.9077231,POINT (16.432471634848646 48.236317904345604),22,Florian-Berndl-Gasse,vor,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077231,
ALTSTOFFSAMMLUNGOGD.9077232,POINT (16.432999011184975 48.235003917687244),22,Florian-Berndl-Gasse,vor,33,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077232,
ALTSTOFFSAMMLUNGOGD.9077233,POINT (16.503309126379772 48.20973421815266),22,Flugfeldstraße,vor,42,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077233,
ALTSTOFFSAMMLUNGOGD.9077234,POINT (16.503160318843396 48.208700753502086),22,Flugfeldstraße,vor,53,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077234,
ALTSTOFFSAMMLUNGOGD.9077235,POINT (16.42645492382527 48.24184900273244),22,Franz-Loidl-Straße,vor,15,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077235,
ALTSTOFFSAMMLUNGOGD.9076158,POINT (16.29597765049989 48.23462465482229),17,Werfelstraße,gegenüber,17,,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076158,
ALTSTOFFSAMMLUNGOGD.9076159,POINT (16.299170363889488 48.23469749099213),17,Werfelstraße,vor,7,,,1,1,0,0,0," Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076159,
ALTSTOFFSAMMLUNGOGD.9076160,POINT (16.322173405676097 48.219976235548124),17,Wichtelgasse,gegenüber,69,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076160,
ALTSTOFFSAMMLUNGOGD.9076161,POINT (16.310409234114186 48.22429543733337),17,Zeillergasse,neben,26,,,0,0,0,1,1," Leichtverpackungen, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076161,
ALTSTOFFSAMMLUNGOGD.9076162,POINT (16.296022875206976 48.23187572496015),17,Zwerngasse,vor,10,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076162,
ALTSTOFFSAMMLUNGOGD.9076163,POINT (16.323623785058146 48.22966396092766),18,Alsegger Straße,gegenüber,10,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076163,
ALTSTOFFSAMMLUNGOGD.9076164,POINT (16.323399551485007 48.22853412220623),18,Alsegger Straße,vor,2,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076164,
ALTSTOFFSAMMLUNGOGD.9076165,POINT (16.3240542081304 48.23093420443876),18,Alsegger Straße,vor,27,,,0,1,0,1,1," Altglas, Biomüll, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076165,
ALTSTOFFSAMMLUNGOGD.9076166,POINT (16.342830832752632 48.220994737998474),18,Antonigasse,gegenüber,2,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076166,
ALTSTOFFSAMMLUNGOGD.9076167,POINT (16.311282369235478 48.234711538196166),18,Bastiengasse,gegenüber,78,,,1,0,0,1,1," Altglas, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076167,
ALTSTOFFSAMMLUNGOGD.9076168,POINT (16.304534416821717 48.2382576897897),18,Batkagasse,vor,7,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076168,
ALTSTOFFSAMMLUNGOGD.9076169,POINT (16.32902160631137 48.232089973133576),18,Bäckenbrünnlgasse,gegenüber,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9076169,
